date,datetime,Visites_by_hour
11/04/2014,11/04/2014 11,15
11/04/2014,11/04/2014 11,15
11/04/2014,11/04/2014 11,14
11/04/2014,11/04/2014 11,16
11/04/2014,11/04/2014 11,13
11/04/2014,11/04/2014 11,13
11/04/2014,11/04/2014 11,16
11/04/2014,11/04/2014 11,12
11/04/2014,11/04/2014 11,43
11/04/2014,11/04/2014 11,40
11/04/2014,11/04/2014 11,20
11/04/2014,11/04/2014 11,17
11/04/2014,11/04/2014 11,7
11/04/2014,11/04/2014 11,17
11/04/2014,11/04/2014 11,6
11/04/2014,11/04/2014 11,18
11/04/2014,11/04/2014 11,18
11/04/2014,11/04/2014 11,8
11/04/2014,11/04/2014 11,13
11/04/2014,11/04/2014 11,13
11/04/2014,11/04/2014 12,11
11/04/2014,11/04/2014 12,16
11/04/2014,11/04/2014 12,14
11/04/2014,11/04/2014 12,8
11/04/2014,11/04/2014 12,11
11/04/2014,11/04/2014 12,15
11/04/2014,11/04/2014 12,11
11/04/2014,11/04/2014 12,11
11/04/2014,11/04/2014 12,12
11/04/2014,11/04/2014 12,9
11/04/2014,11/04/2014 12,9
11/04/2014,11/04/2014 12,12
11/04/2014,11/04/2014 12,9
11/04/2014,11/04/2014 12,9
11/04/2014,11/04/2014 12,7
11/04/2014,11/04/2014 12,18
11/04/2014,11/04/2014 12,9
11/04/2014,11/04/2014 12,10
11/04/2014,11/04/2014 12,10
11/04/2014,11/04/2014 12,10
11/04/2014,11/04/2014 12,15
11/04/2014,11/04/2014 12,13
11/04/2014,11/04/2014 12,8
11/04/2014,11/04/2014 12,5
11/04/2014,11/04/2014 12,6
11/04/2014,11/04/2014 12,19
11/04/2014,11/04/2014 12,7
11/04/2014,11/04/2014 12,11
11/04/2014,11/04/2014 12,14
11/04/2014,11/04/2014 12,10
11/04/2014,11/04/2014 12,13
11/04/2014,11/04/2014 12,9
11/04/2014,11/04/2014 12,13
11/04/2014,11/04/2014 12,8
11/04/2014,11/04/2014 12,11
11/04/2014,11/04/2014 12,10
11/04/2014,11/04/2014 12,8
11/04/2014,11/04/2014 12,9
11/04/2014,11/04/2014 12,11
11/04/2014,11/04/2014 12,11
11/04/2014,11/04/2014 12,10
11/04/2014,11/04/2014 12,14
11/04/2014,11/04/2014 12,9
11/04/2014,11/04/2014 12,7
11/04/2014,11/04/2014 12,9
11/04/2014,11/04/2014 12,17
11/04/2014,11/04/2014 12,8
11/04/2014,11/04/2014 12,14
11/04/2014,11/04/2014 12,10
11/04/2014,11/04/2014 12,3
11/04/2014,11/04/2014 12,14
11/04/2014,11/04/2014 12,14
11/04/2014,11/04/2014 12,7
11/04/2014,11/04/2014 12,16
11/04/2014,11/04/2014 12,10
11/04/2014,11/04/2014 12,13
11/04/2014,11/04/2014 12,13
11/04/2014,11/04/2014 12,10
11/04/2014,11/04/2014 12,23
11/04/2014,11/04/2014 12,19
11/04/2014,11/04/2014 13,8
11/04/2014,11/04/2014 13,10
11/04/2014,11/04/2014 13,20
11/04/2014,11/04/2014 13,15
11/04/2014,11/04/2014 13,19
11/04/2014,11/04/2014 13,8
11/04/2014,11/04/2014 13,10
11/04/2014,11/04/2014 13,6
11/04/2014,11/04/2014 13,9
11/04/2014,11/04/2014 13,14
11/04/2014,11/04/2014 13,15
11/04/2014,11/04/2014 13,12
11/04/2014,11/04/2014 13,14
11/04/2014,11/04/2014 13,14
11/04/2014,11/04/2014 13,12
11/04/2014,11/04/2014 13,16
11/04/2014,11/04/2014 13,15
11/04/2014,11/04/2014 13,17
11/04/2014,11/04/2014 13,9
11/04/2014,11/04/2014 13,14
11/04/2014,11/04/2014 13,11
11/04/2014,11/04/2014 13,9
11/04/2014,11/04/2014 13,229
11/04/2014,11/04/2014 13,97
11/04/2014,11/04/2014 13,54
11/04/2014,11/04/2014 13,33
11/04/2014,11/04/2014 13,15
11/04/2014,11/04/2014 13,14
11/04/2014,11/04/2014 13,31
11/04/2014,11/04/2014 13,13
11/04/2014,11/04/2014 13,15
11/04/2014,11/04/2014 13,12
11/04/2014,11/04/2014 13,18
11/04/2014,11/04/2014 13,23
11/04/2014,11/04/2014 13,10
11/04/2014,11/04/2014 13,19
11/04/2014,11/04/2014 13,17
11/04/2014,11/04/2014 13,15
11/04/2014,11/04/2014 13,12
11/04/2014,11/04/2014 13,15
11/04/2014,11/04/2014 13,22
11/04/2014,11/04/2014 13,14
11/04/2014,11/04/2014 13,10
11/04/2014,11/04/2014 13,19
11/04/2014,11/04/2014 13,12
11/04/2014,11/04/2014 13,14
11/04/2014,11/04/2014 13,124
11/04/2014,11/04/2014 13,88
11/04/2014,11/04/2014 13,36
11/04/2014,11/04/2014 13,34
11/04/2014,11/04/2014 13,27
11/04/2014,11/04/2014 13,20
11/04/2014,11/04/2014 13,25
11/04/2014,11/04/2014 13,20
11/04/2014,11/04/2014 13,20
11/04/2014,11/04/2014 13,15
11/04/2014,11/04/2014 13,21
11/04/2014,11/04/2014 13,19
11/04/2014,11/04/2014 13,17
11/04/2014,11/04/2014 13,20
11/04/2014,11/04/2014 14,18
11/04/2014,11/04/2014 14,16
11/04/2014,11/04/2014 14,13
11/04/2014,11/04/2014 14,13
11/04/2014,11/04/2014 14,14
11/04/2014,11/04/2014 14,25
11/04/2014,11/04/2014 14,13
11/04/2014,11/04/2014 14,11
11/04/2014,11/04/2014 14,16
11/04/2014,11/04/2014 14,10
11/04/2014,11/04/2014 14,17
11/04/2014,11/04/2014 14,14
11/04/2014,11/04/2014 14,19
11/04/2014,11/04/2014 14,15
11/04/2014,11/04/2014 14,22
11/04/2014,11/04/2014 14,21
11/04/2014,11/04/2014 14,24
11/04/2014,11/04/2014 14,10
11/04/2014,11/04/2014 14,15
11/04/2014,11/04/2014 14,21
11/04/2014,11/04/2014 14,26
11/04/2014,11/04/2014 14,14
11/04/2014,11/04/2014 14,14
11/04/2014,11/04/2014 14,19
11/04/2014,11/04/2014 14,18
11/04/2014,11/04/2014 14,22
11/04/2014,11/04/2014 14,21
11/04/2014,11/04/2014 14,20
11/04/2014,11/04/2014 14,16
11/04/2014,11/04/2014 14,18
11/04/2014,11/04/2014 14,16
11/04/2014,11/04/2014 14,16
11/04/2014,11/04/2014 14,12
11/04/2014,11/04/2014 14,22
11/04/2014,11/04/2014 14,13
11/04/2014,11/04/2014 14,15
11/04/2014,11/04/2014 14,18
11/04/2014,11/04/2014 14,22
11/04/2014,11/04/2014 14,15
11/04/2014,11/04/2014 14,13
11/04/2014,11/04/2014 14,12
11/04/2014,11/04/2014 14,15
11/04/2014,11/04/2014 14,19
11/04/2014,11/04/2014 14,17
11/04/2014,11/04/2014 14,21
11/04/2014,11/04/2014 14,18
11/04/2014,11/04/2014 14,8
11/04/2014,11/04/2014 14,15
11/04/2014,11/04/2014 14,24
11/04/2014,11/04/2014 14,24
11/04/2014,11/04/2014 14,22
11/04/2014,11/04/2014 14,19
11/04/2014,11/04/2014 14,17
11/04/2014,11/04/2014 14,29
11/04/2014,11/04/2014 14,18
11/04/2014,11/04/2014 14,15
11/04/2014,11/04/2014 14,19
11/04/2014,11/04/2014 14,15
11/04/2014,11/04/2014 14,15
11/04/2014,11/04/2014 14,19
11/04/2014,11/04/2014 15,14
11/04/2014,11/04/2014 15,12
11/04/2014,11/04/2014 15,18
11/04/2014,11/04/2014 15,10
11/04/2014,11/04/2014 15,15
11/04/2014,11/04/2014 15,17
11/04/2014,11/04/2014 15,17
11/04/2014,11/04/2014 15,14
11/04/2014,11/04/2014 15,12
11/04/2014,11/04/2014 15,15
11/04/2014,11/04/2014 15,17
11/04/2014,11/04/2014 15,13
11/04/2014,11/04/2014 15,8
11/04/2014,11/04/2014 15,18
11/04/2014,11/04/2014 15,13
11/04/2014,11/04/2014 15,21
11/04/2014,11/04/2014 15,17
11/04/2014,11/04/2014 15,15
11/04/2014,11/04/2014 15,17
11/04/2014,11/04/2014 15,24
11/04/2014,11/04/2014 15,12
11/04/2014,11/04/2014 15,15
11/04/2014,11/04/2014 15,19
11/04/2014,11/04/2014 15,18
11/04/2014,11/04/2014 15,18
11/04/2014,11/04/2014 15,11
11/04/2014,11/04/2014 15,24
11/04/2014,11/04/2014 15,15
11/04/2014,11/04/2014 15,18
11/04/2014,11/04/2014 15,13
11/04/2014,11/04/2014 15,15
11/04/2014,11/04/2014 15,11
11/04/2014,11/04/2014 15,14
11/04/2014,11/04/2014 15,10
11/04/2014,11/04/2014 15,17
11/04/2014,11/04/2014 15,14
11/04/2014,11/04/2014 15,14
11/04/2014,11/04/2014 15,13
11/04/2014,11/04/2014 15,16
11/04/2014,11/04/2014 15,19
11/04/2014,11/04/2014 15,22
11/04/2014,11/04/2014 15,25
11/04/2014,11/04/2014 15,23
11/04/2014,11/04/2014 15,13
11/04/2014,11/04/2014 15,18
11/04/2014,11/04/2014 15,13
11/04/2014,11/04/2014 15,13
11/04/2014,11/04/2014 15,31
11/04/2014,11/04/2014 15,17
11/04/2014,11/04/2014 15,15
11/04/2014,11/04/2014 15,25
11/04/2014,11/04/2014 15,18
11/04/2014,11/04/2014 15,23
11/04/2014,11/04/2014 15,21
11/04/2014,11/04/2014 15,12
11/04/2014,11/04/2014 15,17
11/04/2014,11/04/2014 15,14
11/04/2014,11/04/2014 15,15
11/04/2014,11/04/2014 15,15
11/04/2014,11/04/2014 15,17
11/04/2014,11/04/2014 16,20
11/04/2014,11/04/2014 16,17
11/04/2014,11/04/2014 16,13
11/04/2014,11/04/2014 16,26
11/04/2014,11/04/2014 16,18
11/04/2014,11/04/2014 16,24
11/04/2014,11/04/2014 16,16
11/04/2014,11/04/2014 16,14
11/04/2014,11/04/2014 16,15
11/04/2014,11/04/2014 16,19
11/04/2014,11/04/2014 16,17
11/04/2014,11/04/2014 16,18
11/04/2014,11/04/2014 16,22
11/04/2014,11/04/2014 16,22
11/04/2014,11/04/2014 16,26
11/04/2014,11/04/2014 16,24
11/04/2014,11/04/2014 16,20
11/04/2014,11/04/2014 16,24
11/04/2014,11/04/2014 16,39
11/04/2014,11/04/2014 16,147
11/04/2014,11/04/2014 16,45
11/04/2014,11/04/2014 16,40
11/04/2014,11/04/2014 16,25
11/04/2014,11/04/2014 16,19
11/04/2014,11/04/2014 16,28
11/04/2014,11/04/2014 16,20
11/04/2014,11/04/2014 16,23
11/04/2014,11/04/2014 16,26
11/04/2014,11/04/2014 16,15
11/04/2014,11/04/2014 16,17
11/04/2014,11/04/2014 16,22
11/04/2014,11/04/2014 16,23
11/04/2014,11/04/2014 16,17
11/04/2014,11/04/2014 16,21
11/04/2014,11/04/2014 16,21
11/04/2014,11/04/2014 16,24
11/04/2014,11/04/2014 16,19
11/04/2014,11/04/2014 16,14
11/04/2014,11/04/2014 16,14
11/04/2014,11/04/2014 16,12
11/04/2014,11/04/2014 16,23
11/04/2014,11/04/2014 16,15
11/04/2014,11/04/2014 16,17
11/04/2014,11/04/2014 16,18
11/04/2014,11/04/2014 16,15
11/04/2014,11/04/2014 16,20
11/04/2014,11/04/2014 16,17
11/04/2014,11/04/2014 16,13
11/04/2014,11/04/2014 16,9
11/04/2014,11/04/2014 16,27
11/04/2014,11/04/2014 16,22
11/04/2014,11/04/2014 16,29
11/04/2014,11/04/2014 16,17
11/04/2014,11/04/2014 16,19
11/04/2014,11/04/2014 16,19
11/04/2014,11/04/2014 16,16
11/04/2014,11/04/2014 16,18
11/04/2014,11/04/2014 16,15
11/04/2014,11/04/2014 16,14
11/04/2014,11/04/2014 16,16
11/04/2014,11/04/2014 17,15
11/04/2014,11/04/2014 17,14
11/04/2014,11/04/2014 17,12
11/04/2014,11/04/2014 17,16
11/04/2014,11/04/2014 17,11
11/04/2014,11/04/2014 17,21
11/04/2014,11/04/2014 17,21
11/04/2014,11/04/2014 17,16
11/04/2014,11/04/2014 17,7
11/04/2014,11/04/2014 17,12
11/04/2014,11/04/2014 17,12
11/04/2014,11/04/2014 17,22
11/04/2014,11/04/2014 17,16
11/04/2014,11/04/2014 17,11
11/04/2014,11/04/2014 17,20
11/04/2014,11/04/2014 17,16
11/04/2014,11/04/2014 17,14
11/04/2014,11/04/2014 17,13
11/04/2014,11/04/2014 17,8
11/04/2014,11/04/2014 17,10
11/04/2014,11/04/2014 17,18
11/04/2014,11/04/2014 17,17
11/04/2014,11/04/2014 17,13
11/04/2014,11/04/2014 17,15
11/04/2014,11/04/2014 17,20
11/04/2014,11/04/2014 17,21
11/04/2014,11/04/2014 17,23
11/04/2014,11/04/2014 17,170
11/04/2014,11/04/2014 17,392
11/04/2014,11/04/2014 17,147
11/04/2014,11/04/2014 17,71
11/04/2014,11/04/2014 17,49
11/04/2014,11/04/2014 17,36
11/04/2014,11/04/2014 17,26
11/04/2014,11/04/2014 17,26
11/04/2014,11/04/2014 17,14
11/04/2014,11/04/2014 17,18
11/04/2014,11/04/2014 17,50
11/04/2014,11/04/2014 17,32
11/04/2014,11/04/2014 17,38
11/04/2014,11/04/2014 17,42
11/04/2014,11/04/2014 17,29
11/04/2014,11/04/2014 17,34
11/04/2014,11/04/2014 17,17
11/04/2014,11/04/2014 17,29
11/04/2014,11/04/2014 17,19
11/04/2014,11/04/2014 17,32
11/04/2014,11/04/2014 17,210
11/04/2014,11/04/2014 17,118
11/04/2014,11/04/2014 17,56
11/04/2014,11/04/2014 17,50
11/04/2014,11/04/2014 17,36
11/04/2014,11/04/2014 17,37
11/04/2014,11/04/2014 17,33
11/04/2014,11/04/2014 17,28
11/04/2014,11/04/2014 17,20
11/04/2014,11/04/2014 17,26
11/04/2014,11/04/2014 17,24
11/04/2014,11/04/2014 17,33
11/04/2014,11/04/2014 17,18
11/04/2014,11/04/2014 18,27
11/04/2014,11/04/2014 18,21
11/04/2014,11/04/2014 18,19
11/04/2014,11/04/2014 18,15
11/04/2014,11/04/2014 18,19
11/04/2014,11/04/2014 18,27
11/04/2014,11/04/2014 18,14
11/04/2014,11/04/2014 18,13
11/04/2014,11/04/2014 18,13
11/04/2014,11/04/2014 18,27
11/04/2014,11/04/2014 18,22
11/04/2014,11/04/2014 18,21
11/04/2014,11/04/2014 18,22
11/04/2014,11/04/2014 18,20
11/04/2014,11/04/2014 18,20
11/04/2014,11/04/2014 18,29
11/04/2014,11/04/2014 18,23
11/04/2014,11/04/2014 18,27
11/04/2014,11/04/2014 18,27
11/04/2014,11/04/2014 18,27
11/04/2014,11/04/2014 18,17
11/04/2014,11/04/2014 18,22
11/04/2014,11/04/2014 18,25
11/04/2014,11/04/2014 18,21
11/04/2014,11/04/2014 18,29
11/04/2014,11/04/2014 18,26
11/04/2014,11/04/2014 18,25
11/04/2014,11/04/2014 18,20
11/04/2014,11/04/2014 18,24
11/04/2014,11/04/2014 18,11
11/04/2014,11/04/2014 18,19
11/04/2014,11/04/2014 18,42
11/04/2014,11/04/2014 18,209
11/04/2014,11/04/2014 18,82
11/04/2014,11/04/2014 18,62
11/04/2014,11/04/2014 18,41
11/04/2014,11/04/2014 18,49
11/04/2014,11/04/2014 18,45
11/04/2014,11/04/2014 18,21
11/04/2014,11/04/2014 18,37
11/04/2014,11/04/2014 18,28
11/04/2014,11/04/2014 18,25
11/04/2014,11/04/2014 18,23
11/04/2014,11/04/2014 18,25
11/04/2014,11/04/2014 18,22
11/04/2014,11/04/2014 18,33
11/04/2014,11/04/2014 18,26
11/04/2014,11/04/2014 18,33
11/04/2014,11/04/2014 18,21
11/04/2014,11/04/2014 18,23
11/04/2014,11/04/2014 18,25
11/04/2014,11/04/2014 18,16
11/04/2014,11/04/2014 18,25
11/04/2014,11/04/2014 18,15
11/04/2014,11/04/2014 18,12
11/04/2014,11/04/2014 18,16
11/04/2014,11/04/2014 18,24
11/04/2014,11/04/2014 18,16
11/04/2014,11/04/2014 18,24
11/04/2014,11/04/2014 18,11
11/04/2014,11/04/2014 19,16
11/04/2014,11/04/2014 19,29
11/04/2014,11/04/2014 19,24
11/04/2014,11/04/2014 19,14
11/04/2014,11/04/2014 19,9
11/04/2014,11/04/2014 19,14
11/04/2014,11/04/2014 19,26
11/04/2014,11/04/2014 19,21
11/04/2014,11/04/2014 19,21
11/04/2014,11/04/2014 19,20
11/04/2014,11/04/2014 19,10
11/04/2014,11/04/2014 19,10
11/04/2014,11/04/2014 19,12
11/04/2014,11/04/2014 19,19
11/04/2014,11/04/2014 19,21
11/04/2014,11/04/2014 19,25
11/04/2014,11/04/2014 19,20
11/04/2014,11/04/2014 19,19
11/04/2014,11/04/2014 19,17
11/04/2014,11/04/2014 19,22
11/04/2014,11/04/2014 19,24
11/04/2014,11/04/2014 19,16
11/04/2014,11/04/2014 19,20
11/04/2014,11/04/2014 19,17
11/04/2014,11/04/2014 19,14
11/04/2014,11/04/2014 19,17
11/04/2014,11/04/2014 19,11
11/04/2014,11/04/2014 19,21
11/04/2014,11/04/2014 19,14
11/04/2014,11/04/2014 19,20
11/04/2014,11/04/2014 19,21
11/04/2014,11/04/2014 19,21
11/04/2014,11/04/2014 19,17
11/04/2014,11/04/2014 19,16
11/04/2014,11/04/2014 19,15
11/04/2014,11/04/2014 19,15
11/04/2014,11/04/2014 19,10
11/04/2014,11/04/2014 19,25
11/04/2014,11/04/2014 19,23
11/04/2014,11/04/2014 19,15
11/04/2014,11/04/2014 19,20
11/04/2014,11/04/2014 19,19
11/04/2014,11/04/2014 19,16
11/04/2014,11/04/2014 19,15
11/04/2014,11/04/2014 19,12
11/04/2014,11/04/2014 19,15
11/04/2014,11/04/2014 19,19
11/04/2014,11/04/2014 19,17
11/04/2014,11/04/2014 19,12
11/04/2014,11/04/2014 19,16
11/04/2014,11/04/2014 19,12
11/04/2014,11/04/2014 19,17
11/04/2014,11/04/2014 19,17
11/04/2014,11/04/2014 19,10
11/04/2014,11/04/2014 19,14
11/04/2014,11/04/2014 19,23
11/04/2014,11/04/2014 19,19
11/04/2014,11/04/2014 19,18
11/04/2014,11/04/2014 19,20
11/04/2014,11/04/2014 19,21
11/04/2014,11/04/2014 20,18
11/04/2014,11/04/2014 20,15
11/04/2014,11/04/2014 20,10
11/04/2014,11/04/2014 20,10
11/04/2014,11/04/2014 20,11
11/04/2014,11/04/2014 20,11
11/04/2014,11/04/2014 20,15
11/04/2014,11/04/2014 20,17
11/04/2014,11/04/2014 20,11
11/04/2014,11/04/2014 20,16
11/04/2014,11/04/2014 20,18
11/04/2014,11/04/2014 20,14
11/04/2014,11/04/2014 20,14
11/04/2014,11/04/2014 20,23
11/04/2014,11/04/2014 20,195
11/04/2014,11/04/2014 20,183
11/04/2014,11/04/2014 20,64
11/04/2014,11/04/2014 20,47
11/04/2014,11/04/2014 20,25
11/04/2014,11/04/2014 20,31
11/04/2014,11/04/2014 20,28
11/04/2014,11/04/2014 20,21
11/04/2014,11/04/2014 20,28
11/04/2014,11/04/2014 20,14
11/04/2014,11/04/2014 20,19
11/04/2014,11/04/2014 20,21
11/04/2014,11/04/2014 20,28
11/04/2014,11/04/2014 20,19
11/04/2014,11/04/2014 20,23
11/04/2014,11/04/2014 20,19
11/04/2014,11/04/2014 20,21
11/04/2014,11/04/2014 20,14
11/04/2014,11/04/2014 20,18
11/04/2014,11/04/2014 20,25
11/04/2014,11/04/2014 20,12
11/04/2014,11/04/2014 20,21
11/04/2014,11/04/2014 20,18
11/04/2014,11/04/2014 20,20
11/04/2014,11/04/2014 20,13
11/04/2014,11/04/2014 20,15
11/04/2014,11/04/2014 20,20
11/04/2014,11/04/2014 20,27
11/04/2014,11/04/2014 20,16
11/04/2014,11/04/2014 20,21
11/04/2014,11/04/2014 20,25
11/04/2014,11/04/2014 20,21
11/04/2014,11/04/2014 20,21
11/04/2014,11/04/2014 20,15
11/04/2014,11/04/2014 20,21
11/04/2014,11/04/2014 20,18
11/04/2014,11/04/2014 20,29
11/04/2014,11/04/2014 20,22
11/04/2014,11/04/2014 20,24
11/04/2014,11/04/2014 20,12
11/04/2014,11/04/2014 20,25
11/04/2014,11/04/2014 20,19
11/04/2014,11/04/2014 20,26
11/04/2014,11/04/2014 20,24
11/04/2014,11/04/2014 20,17
11/04/2014,11/04/2014 20,23
11/04/2014,11/04/2014 21,23
11/04/2014,11/04/2014 21,17
11/04/2014,11/04/2014 21,14
11/04/2014,11/04/2014 21,11
11/04/2014,11/04/2014 21,19
11/04/2014,11/04/2014 21,16
11/04/2014,11/04/2014 21,16
11/04/2014,11/04/2014 21,21
11/04/2014,11/04/2014 21,13
11/04/2014,11/04/2014 21,21
11/04/2014,11/04/2014 21,20
11/04/2014,11/04/2014 21,12
11/04/2014,11/04/2014 21,19
11/04/2014,11/04/2014 21,16
11/04/2014,11/04/2014 21,19
11/04/2014,11/04/2014 21,18
11/04/2014,11/04/2014 21,17
11/04/2014,11/04/2014 21,24
11/04/2014,11/04/2014 21,18
11/04/2014,11/04/2014 21,16
11/04/2014,11/04/2014 21,20
11/04/2014,11/04/2014 21,17
11/04/2014,11/04/2014 21,19
11/04/2014,11/04/2014 21,21
11/04/2014,11/04/2014 21,20
11/04/2014,11/04/2014 21,12
11/04/2014,11/04/2014 21,14
11/04/2014,11/04/2014 21,17
11/04/2014,11/04/2014 21,19
11/04/2014,11/04/2014 21,14
11/04/2014,11/04/2014 21,16
11/04/2014,11/04/2014 21,17
11/04/2014,11/04/2014 21,21
11/04/2014,11/04/2014 21,21
11/04/2014,11/04/2014 21,22
11/04/2014,11/04/2014 21,24
11/04/2014,11/04/2014 21,19
11/04/2014,11/04/2014 21,14
11/04/2014,11/04/2014 21,18
11/04/2014,11/04/2014 21,14
11/04/2014,11/04/2014 21,16
11/04/2014,11/04/2014 21,21
11/04/2014,11/04/2014 21,17
11/04/2014,11/04/2014 21,20
11/04/2014,11/04/2014 21,16
11/04/2014,11/04/2014 21,25
11/04/2014,11/04/2014 21,16
11/04/2014,11/04/2014 21,11
11/04/2014,11/04/2014 21,20
11/04/2014,11/04/2014 21,20
11/04/2014,11/04/2014 21,19
11/04/2014,11/04/2014 21,11
11/04/2014,11/04/2014 21,19
11/04/2014,11/04/2014 21,16
11/04/2014,11/04/2014 21,13
11/04/2014,11/04/2014 21,20
11/04/2014,11/04/2014 21,26
11/04/2014,11/04/2014 21,21
11/04/2014,11/04/2014 21,16
11/04/2014,11/04/2014 21,25
11/04/2014,11/04/2014 22,22
11/04/2014,11/04/2014 22,19
11/04/2014,11/04/2014 22,16
11/04/2014,11/04/2014 22,23
11/04/2014,11/04/2014 22,14
11/04/2014,11/04/2014 22,17
11/04/2014,11/04/2014 22,19
11/04/2014,11/04/2014 22,17
11/04/2014,11/04/2014 22,18
11/04/2014,11/04/2014 22,16
11/04/2014,11/04/2014 22,9
11/04/2014,11/04/2014 22,10
11/04/2014,11/04/2014 22,17
11/04/2014,11/04/2014 22,9
11/04/2014,11/04/2014 22,20
11/04/2014,11/04/2014 22,22
11/04/2014,11/04/2014 22,14
11/04/2014,11/04/2014 22,11
11/04/2014,11/04/2014 22,10
11/04/2014,11/04/2014 22,18
11/04/2014,11/04/2014 22,13
11/04/2014,11/04/2014 22,19
11/04/2014,11/04/2014 22,12
11/04/2014,11/04/2014 22,12
11/04/2014,11/04/2014 22,17
11/04/2014,11/04/2014 22,20
11/04/2014,11/04/2014 22,23
11/04/2014,11/04/2014 22,17
11/04/2014,11/04/2014 22,19
11/04/2014,11/04/2014 22,14
11/04/2014,11/04/2014 22,14
11/04/2014,11/04/2014 22,17
11/04/2014,11/04/2014 22,13
11/04/2014,11/04/2014 22,19
11/04/2014,11/04/2014 22,11
11/04/2014,11/04/2014 22,8
11/04/2014,11/04/2014 22,13
11/04/2014,11/04/2014 22,14
11/04/2014,11/04/2014 22,12
11/04/2014,11/04/2014 22,18
11/04/2014,11/04/2014 22,21
11/04/2014,11/04/2014 22,21
11/04/2014,11/04/2014 22,18
11/04/2014,11/04/2014 22,12
11/04/2014,11/04/2014 22,7
11/04/2014,11/04/2014 22,10
11/04/2014,11/04/2014 22,14
11/04/2014,11/04/2014 22,8
11/04/2014,11/04/2014 22,6
11/04/2014,11/04/2014 22,7
11/04/2014,11/04/2014 22,11
11/04/2014,11/04/2014 22,6
11/04/2014,11/04/2014 22,13
11/04/2014,11/04/2014 22,14
11/04/2014,11/04/2014 22,12
11/04/2014,11/04/2014 22,6
11/04/2014,11/04/2014 22,8
11/04/2014,11/04/2014 22,8
11/04/2014,11/04/2014 22,14
11/04/2014,11/04/2014 22,9
11/04/2014,11/04/2014 23,14
11/04/2014,11/04/2014 23,16
11/04/2014,11/04/2014 23,10
11/04/2014,11/04/2014 23,15
11/04/2014,11/04/2014 23,10
11/04/2014,11/04/2014 23,6
11/04/2014,11/04/2014 23,9
11/04/2014,11/04/2014 23,12
11/04/2014,11/04/2014 23,14
11/04/2014,11/04/2014 23,14
11/04/2014,11/04/2014 23,12
11/04/2014,11/04/2014 23,14
11/04/2014,11/04/2014 23,11
11/04/2014,11/04/2014 23,13
11/04/2014,11/04/2014 23,8
11/04/2014,11/04/2014 23,17
11/04/2014,11/04/2014 23,10
11/04/2014,11/04/2014 23,13
11/04/2014,11/04/2014 23,8
11/04/2014,11/04/2014 23,11
11/04/2014,11/04/2014 23,9
11/04/2014,11/04/2014 23,6
11/04/2014,11/04/2014 23,9
11/04/2014,11/04/2014 23,12
11/04/2014,11/04/2014 23,9
11/04/2014,11/04/2014 23,11
11/04/2014,11/04/2014 23,7
11/04/2014,11/04/2014 23,20
11/04/2014,11/04/2014 23,17
11/04/2014,11/04/2014 23,8
11/04/2014,11/04/2014 23,12
11/04/2014,11/04/2014 23,5
11/04/2014,11/04/2014 23,9
11/04/2014,11/04/2014 23,6
11/04/2014,11/04/2014 23,9
11/04/2014,11/04/2014 23,10
11/04/2014,11/04/2014 23,10
11/04/2014,11/04/2014 23,10
11/04/2014,11/04/2014 23,9
11/04/2014,11/04/2014 23,3
11/04/2014,11/04/2014 23,11
11/04/2014,11/04/2014 23,8
11/04/2014,11/04/2014 23,4
11/04/2014,11/04/2014 23,5
11/04/2014,11/04/2014 23,7
11/04/2014,11/04/2014 23,4
11/04/2014,11/04/2014 23,2
11/04/2014,11/04/2014 23,5
11/04/2014,11/04/2014 23,8
11/04/2014,11/04/2014 23,10
11/04/2014,11/04/2014 23,11
11/04/2014,11/04/2014 23,10
11/04/2014,11/04/2014 23,10
11/04/2014,11/04/2014 23,7
11/04/2014,11/04/2014 23,7
11/04/2014,11/04/2014 23,6
11/04/2014,11/04/2014 23,9
11/04/2014,11/04/2014 23,7
11/04/2014,11/04/2014 23,19
11/04/2014,11/04/2014 23,9
12/04/2014,12/04/2014 00,8
12/04/2014,12/04/2014 00,7
12/04/2014,12/04/2014 00,7
12/04/2014,12/04/2014 00,12
12/04/2014,12/04/2014 00,9
12/04/2014,12/04/2014 00,7
12/04/2014,12/04/2014 00,7
12/04/2014,12/04/2014 00,4
12/04/2014,12/04/2014 00,4
12/04/2014,12/04/2014 00,1
12/04/2014,12/04/2014 00,4
12/04/2014,12/04/2014 00,6
12/04/2014,12/04/2014 00,3
12/04/2014,12/04/2014 00,4
12/04/2014,12/04/2014 00,5
12/04/2014,12/04/2014 00,5
12/04/2014,12/04/2014 00,5
12/04/2014,12/04/2014 00,5
12/04/2014,12/04/2014 00,5
12/04/2014,12/04/2014 00,4
12/04/2014,12/04/2014 00,4
12/04/2014,12/04/2014 00,6
12/04/2014,12/04/2014 00,5
12/04/2014,12/04/2014 00,7
12/04/2014,12/04/2014 00,9
12/04/2014,12/04/2014 00,5
12/04/2014,12/04/2014 00,5
12/04/2014,12/04/2014 00,4
12/04/2014,12/04/2014 00,6
12/04/2014,12/04/2014 00,9
12/04/2014,12/04/2014 00,2
12/04/2014,12/04/2014 00,5
12/04/2014,12/04/2014 00,4
12/04/2014,12/04/2014 00,5
12/04/2014,12/04/2014 00,3
12/04/2014,12/04/2014 00,3
